TaxiID,Lon,Lat,streetMID,disFNode,oneway,pLon,pLat
38,114.30635500000001,30.51618,1117,212.078483153988,B,114.306307707579,30.5152811967772
43,114.28863999999999,30.575126,3204,277.104564654652,F,114.288349297239,30.5752537989806
53,114.261412,30.582071999999997,3595,18.5633425846998,F,114.261383671479,30.5820542487282
54,114.20840700000001,30.596665,4518,382.132640843051,B,114.208560861073,30.5966370359428
55,114.247328,30.557478000000003,2635,816.948990887721,F,114.247335629844,30.5574922644724
56,114.338553,30.521162,1229,226.817311260834,B,114.33857685647,30.5212208183237
58,114.30596000000001,30.556891999999998,2455,184.460518858426,F,114.305987473401,30.5571205624079
59,114.259422,30.544353000000005,1888,660.135309468313,F,114.259389917302,30.5444007720577
62,114.246553,30.540607,7024,129.896265556946,F,114.24659181255,30.5406898335454
84,114.30631100000001,30.515266999999998,1117,212.465964501629,B,114.306311738626,30.5152810377828
85,114.31218999999999,30.540066999999997,1869,100.413620182863,F,114.312455364818,30.5400336587561
86,114.200725,30.569295,2873,1473.27341937434,B,114.200737081681,30.5693273465014
87,114.24570800000001,30.572283000000002,3117,26.1941014423064,F,114.245608395465,30.5723230745075
88,114.32980800000001,30.534733000000003,1706,77.3357052165283,F,114.329803109957,30.5347228960745
89,114.369417,30.608525,5081,310.450717885327,B,114.369271547835,30.6087461447423
90,114.30570800000001,30.655341999999997,6475,46.0802443060458,B,114.30578472787,30.6551861718304
94,114.368495,30.586445,3944,211.937451228168,B,114.368513020517,30.5864674825537
95,114.31296699999999,30.523508000000003,1363,18.1189170141367,F,114.312920633176,30.5234267949898
96,114.203562,30.562972,2614,249.40302733702,F,114.203821065188,30.5628870859822
97,114.21616499999999,30.581295,3605,248.08809971731,F,114.216188874115,30.5812601181866
98,114.290123,30.530463,1595,224.037488873247,B,114.289972651623,30.5305127016987
100,114.26181299999999,30.596921999999996,4401,90.2792123488657,F,114.261811311569,30.5969276236314
104,114.24938300000001,30.642608000000003,7424,388.274240776075,F,114.249704560921,30.6423047027447
105,114.27162,30.584382,3749,81.3029912581182,F,114.271645170369,30.5843878630248
106,114.20383700000001,30.609842999999998,5196,650.924682843724,F,114.203969934414,30.6106351969987
108,114.24961,30.552667,2268,293.454076960382,F,114.24967517742,30.55299234885
112,114.31679799999999,30.522641999999998,1298,112.261999519476,F,114.316677767455,30.5223113389434
114,114.19676000000001,30.566798,2849,57.5769846233318,F,114.196756225343,30.5667844209463
115,114.32358500000001,30.641741999999997,6311,389.504883071107,F,114.323025023963,30.6419558877446
116,114.20753300000001,30.610558,5165,574.660371350176,F,114.207500655911,30.6103802337592
117,114.213622,30.613487,5305,0,F,114.213643300091,30.6133717005324
118,114.295798,30.651212,6475,1101.35315830769,B,114.295782439954,30.6512344726126
119,114.372948,30.464165,15,204.239143049706,F,114.373047601578,30.4641735276141
120,114.220027,30.583665000000003,3668,31.9815250848441,F,114.220124453774,30.583712640746
121,114.39449499999999,30.514975,1077,1456.63622532335,F,114.39455669011,30.5149653441216
122,114.387758,30.500577000000003,6868,1682.2611004591,F,114.387759201157,30.5005942612375
124,114.315875,30.679677,7748,1664.17146688081,F,114.316447354355,30.6791081566715
125,114.300615,30.558615000000003,2544,112.74774994099,F,114.30074888052,30.5585696394088
126,114.179578,30.525570000000002,6949,554.332261883609,F,114.179837378302,30.5258950478824
128,114.265952,30.602077,4740,536.305292120677,F,114.265994431029,30.602076828377
129,114.319703,30.644367,6388,316.215374610507,B,114.319310610028,30.6438261831294
131,114.28918700000001,30.593729999999997,4244,26.8904546803957,F,114.289169027153,30.593727748015
