TaxiID,Lon,Lat
38,114.30635500000001,30.51618
43,114.28863999999999,30.575126
53,114.261412,30.582071999999997
54,114.20840700000001,30.596665
55,114.247328,30.557478000000003
56,114.338553,30.521162
58,114.30596000000001,30.556891999999998
59,114.259422,30.544353000000005
62,114.246553,30.540607
84,114.30631100000001,30.515266999999998
85,114.31218999999999,30.540066999999997
86,114.200725,30.569295
87,114.24570800000001,30.572283000000002
88,114.32980800000001,30.534733000000003
89,114.369417,30.608525
90,114.30570800000001,30.655341999999997
94,114.368495,30.586445
95,114.31296699999999,30.523508000000003
96,114.203562,30.562972
97,114.21616499999999,30.581295
98,114.290123,30.530463
100,114.26181299999999,30.596921999999996
104,114.24938300000001,30.642608000000003
105,114.27162,30.584382
106,114.20383700000001,30.609842999999998
108,114.24961,30.552667
112,114.31679799999999,30.522641999999998
114,114.19676000000001,30.566798
115,114.32358500000001,30.641741999999997
116,114.20753300000001,30.610558
117,114.213622,30.613487
118,114.295798,30.651212
119,114.372948,30.464165
120,114.220027,30.583665000000003
121,114.39449499999999,30.514975
122,114.387758,30.500577000000003
124,114.315875,30.679677
125,114.300615,30.558615000000003
126,114.179578,30.525570000000002
128,114.265952,30.602077
129,114.319703,30.644367
131,114.28918700000001,30.593729999999997
133,114.30149499999999,30.650209999999998
134,114.253717,30.575308000000003
135,114.23798300000001,30.5557
136,114.293929,30.542248999999998
137,114.394228,30.623372999999997
139,114.34402800000001,30.518137
140,114.260935,30.543846999999996
141,114.28601299999998,30.635116999999997
142,114.212842,30.562012
145,114.32521200000001,30.646415
146,114.278272,30.635352
149,114.287663,30.60081
150,114.37155800000001,30.534475
151,114.34260800000001,30.54399
153,114.26167199999999,30.538108
155,114.26846299999998,30.574458
156,114.329603,30.659128000000003
157,114.277425,30.582642
158,114.23217700000001,30.628052
160,114.280447,30.58425
161,114.34455,30.512620000000002
162,114.256235,30.573117
163,114.21348799999998,30.611883000000002
164,114.36176,30.513709999999996
166,114.284948,30.635717
167,114.299217,30.5577
168,114.31333799999999,30.534646999999996
170,114.295647,30.619587
171,114.196785,30.627046999999997
172,114.27583500000001,30.6618
175,114.422875,30.508335
177,114.41712,30.497727
179,114.33935,30.520978000000003
180,114.34300800000001,30.588996999999996
182,114.23793799999999,30.607637
183,114.17974,30.525948
185,114.31229499999999,30.539065
186,114.23365,30.552995000000003
187,114.211033,30.609396999999998
188,114.22468300000001,30.564687
189,114.286052,30.538047
190,114.24829299999999,30.572069
191,114.253353,30.555004999999998
192,114.289123,30.572291999999997
195,114.238593,30.60755
196,114.293677,30.514325
197,114.294265,30.583187
198,114.406485,30.498509999999996
200,114.34481799999999,30.570052
201,114.242177,30.554058
203,114.28333799999999,30.642735
206,114.189058,30.519997999999998
207,114.25986699999999,30.632253000000002
209,114.214072,30.587507000000002
210,114.275897,30.662433
211,114.381852,30.618663
212,114.37973799999999,30.504340000000003
213,114.389473,30.512729999999998
214,114.26368799999999,30.49063
216,114.22269299999999,30.534547999999997
217,114.29646699999999,30.527857
221,114.342087,30.606932
228,114.328868,30.552993
231,114.29833700000002,30.60513
233,114.283468,30.596355
236,114.297498,30.595352000000002
238,114.19993500000001,30.515077
239,114.308477,30.571163000000002
241,114.288598,30.598167999999998
242,114.20940300000001,30.600295000000003
244,114.26034299999999,30.585125
249,114.193547,30.567323
250,114.260223,30.544132
253,114.207723,30.571162
254,114.302118,30.598368
258,114.314347,30.515153
259,114.27586799999999,30.661891999999998
260,114.268037,30.638054999999998
264,114.27181499999999,30.600955
267,114.28131499999999,30.634727
268,114.256598,30.568995
269,114.235013,30.556618
273,114.21414299999999,30.561784999999997
274,114.27190700000001,30.5807
277,114.392817,30.637375
279,114.30134299999999,30.542078000000004
282,114.279945,30.635845
283,114.18633799999999,30.610683
284,114.31353700000001,30.471518
291,114.187202,30.594648
292,114.371495,30.619273
293,114.30910800000001,30.641403000000004
294,114.279808,30.61502
297,114.27518300000001,30.48919
300,114.32976699999999,30.585105
302,114.264693,30.572928000000005
310,114.21873799999999,30.591447
314,114.269507,30.637145
316,114.19601200000001,30.539432
319,114.26075,30.544446999999998
320,114.27378700000001,30.623715
322,114.19333,30.590657
323,114.279375,30.604354999999998
324,114.32980500000001,30.54472
325,114.21945500000001,30.55622
326,114.246475,30.574245
329,114.309168,30.6122
336,114.32656499999999,30.505159999999997
341,114.269751,30.590753000000003
343,114.29511299999999,30.528173
347,114.26083200000001,30.543722
349,114.26916999999999,30.548890000000004
352,114.26063300000001,30.556182
353,114.21405700000001,30.613962
355,114.28365,30.578515000000003
358,114.19684,30.531155
360,114.27406,30.63355
362,114.24494299999999,30.575296999999996
363,114.33943300000001,30.667302000000003
365,114.179625,30.525662
366,114.240108,30.530896999999996
369,114.314653,30.651698
372,114.308125,30.629728000000004
377,114.363505,30.613725
380,114.39040700000001,30.630903000000004
385,114.25696699999999,30.576787
388,114.308948,30.629443
390,114.342897,30.58904
392,114.22873500000001,30.588727000000002
393,114.25833999999999,30.616412
396,114.32728,30.465983
399,114.34019199999999,30.594977
401,114.199347,30.596093
405,114.25492,30.634708000000003
406,114.187308,30.606202000000003
409,114.199403,30.595788
410,114.266687,30.584355
412,114.33633,30.513534999999997
413,114.21936000000001,30.555591999999997
414,114.206823,30.569982
421,114.36831299999999,30.520366999999997
433,114.20670700000001,30.552791
435,114.22436200000001,30.564940000000004
436,114.28641499999999,30.648055
437,114.27273000000001,30.611707
438,114.31093500000001,30.535202
441,114.209575,30.60073
444,114.295585,30.52765
446,114.319953,30.506961999999998
447,114.311347,30.643515
449,114.32103799999999,30.653928000000004
454,114.28441799999999,30.606855
455,114.29833,30.544334999999997
464,114.252068,30.540248
468,114.39917700000001,30.617145
469,114.346148,30.568393
470,114.2678,30.638153000000003
473,114.26326,30.611884999999997
478,114.351032,30.538008
480,114.29056000000001,30.548171999999997
481,114.19684,30.625491999999998
482,114.359407,30.595478000000004
483,114.25138799999999,30.638872999999997
486,114.356848,30.526329999999998
488,114.22050300000001,30.555661999999998
489,114.37177,30.534923
490,114.255683,30.554623
491,114.29354199999999,30.602615000000004
497,114.40456200000001,30.505390000000002
499,114.288198,30.59201
501,114.291087,30.648833000000003
506,114.323195,30.669032
511,114.27207299999999,30.5807
512,114.34373500000001,30.59768
515,114.29958,30.609555
518,114.273605,30.580254999999998
520,114.205145,30.568171999999997
524,114.29901699999999,30.521643
525,114.390583,30.632828000000003
527,114.330122,30.658862
530,114.245827,30.540618
532,114.34259499999999,30.579165000000003
535,114.228923,30.58918
537,114.342238,30.577895
541,114.309273,30.502228000000002
543,114.241828,30.554478000000003
544,114.28118700000002,30.636408000000003
545,114.25473000000001,30.575892
546,114.252773,30.575471999999998
548,114.20431,30.610784999999996
551,114.304203,30.512884999999997
553,114.24847,30.574252
555,114.220032,30.583820000000003
557,114.296043,30.620108000000002
559,114.30475200000001,30.630573
560,114.2955,30.595747999999997
563,114.18168200000001,30.597271999999997
566,114.312652,30.568991999999998
574,114.244123,30.622009999999996
575,114.269807,30.576863
577,114.21968000000001,30.556054999999997
578,114.320408,30.60483
579,114.28755,30.547973
580,114.289978,30.530113
581,114.23071499999999,30.631077
584,114.25983500000001,30.632509999999996
585,114.28066499999998,30.589853
592,114.28544699999999,30.595468
593,114.24595500000001,30.544593
598,114.229883,30.608478
601,114.31133,30.506846999999997
602,114.38471499999999,30.604007
607,114.20845800000001,30.594128
608,114.313777,30.654775
609,114.335907,30.509452000000003
610,114.43255800000001,30.503204999999998
612,114.26720700000001,30.569846999999996
614,114.370802,30.5105
617,114.25296499999999,30.63642
619,114.25513500000001,30.529812
621,114.30180800000001,30.59771
622,114.23782800000001,30.588127000000004
624,114.21231,30.577056
627,114.269095,30.584803000000004
628,114.44273999999999,30.509293
629,114.322418,30.538483000000003
635,114.250318,30.553055
638,114.27553799999998,30.590646999999997
639,114.219085,30.591202000000003
640,114.28084,30.617888
641,114.28958999999999,30.593593
642,114.318653,30.575390000000002
643,114.307553,30.65261
646,114.41022,30.499553000000002
651,114.339075,30.593975
653,114.280992,30.597247999999997
655,114.370672,30.507158
656,114.203543,30.568383
657,114.281545,30.552918
659,114.24982,30.630312
660,114.30962199999999,30.556826
661,114.26697,30.571115000000002
663,114.268197,30.478657000000002
666,114.238125,30.577838
669,114.281535,30.583759999999998
670,114.316143,30.579461
672,114.306055,30.495690000000003
676,114.268993,30.592335
678,114.245535,30.581513
680,114.201043,30.569013
682,114.287498,30.585455
694,114.32051000000001,30.539175
695,114.30513,30.616532
705,114.372188,30.618646999999996
706,114.3199,30.648742
707,114.27768,30.582993
708,114.32449,30.655202000000003
710,114.21901499999998,30.549883
713,114.354192,30.576508
714,114.32921999999999,30.49758
717,114.15978500000001,30.615183000000002
720,114.249532,30.552666
726,114.25338,30.571838
728,114.20738999999999,30.610490000000002
729,114.215325,30.601213
730,114.32471000000001,30.646677
733,114.241605,30.629472999999997
735,114.33673700000001,30.598862
736,114.285248,30.585323
741,114.29234,30.621302000000004
742,114.283133,30.643525
745,114.31053,30.499665000000004
746,114.25993500000001,30.632441999999998
751,114.29725,30.557446999999996
753,114.319533,30.543727
754,114.28101699999999,30.587277
756,114.25034199999999,30.5748
758,114.276803,30.555090000000003
759,114.269967,30.612273
761,114.36629199999999,30.50773
762,114.282643,30.63162
763,114.280033,30.573835
765,114.23793,30.607595
768,114.26789299999999,30.595353000000003
774,114.308748,30.528567
779,114.310728,30.642273
782,114.32376200000002,30.520315000000004
783,114.20163000000001,30.512365000000003
784,114.39102199999999,30.494045
785,114.42513799999999,30.508046999999998
786,114.28878999999999,30.593366999999997
787,114.39021299999999,30.631145
789,114.30071299999999,30.558548
792,114.266452,30.598535
797,114.248798,30.574422
802,114.280782,30.642737
807,114.374273,30.626175
809,114.34471,30.587421999999997
811,114.368078,30.586702000000002
814,114.20863700000001,30.568008000000003
817,114.28255800000001,30.499313
818,114.26589299999999,30.620062
825,114.201348,30.569162
826,114.288296,30.545633000000002
829,114.25604799999999,30.580890000000004
832,114.303978,30.50187
833,114.245108,30.553675
836,114.211242,30.517191999999998
837,114.29283999999998,30.666277
839,114.26468999999999,30.552288
840,114.360518,30.507638
841,114.28130700000001,30.632275
842,114.312097,30.537945
843,114.251602,30.57995
845,114.28329699999999,30.643572
846,114.194093,30.59112
848,114.261498,30.582845000000002
849,114.31398700000001,30.523037
850,114.34629,30.585341999999997
853,114.31832,30.606313
855,114.230853,30.609240000000003
856,114.33318500000001,30.59013
857,114.29573500000001,30.532227000000002
864,114.24224199999999,30.534195
865,114.215167,30.605536999999998
867,114.260792,30.5487
872,114.24658000000001,30.574265000000004
878,114.275873,30.590690000000002
880,114.215218,30.503857
881,114.32600500000001,30.64852
883,114.15875,30.616418
886,114.249785,30.630333
